内部ID,平均油耗,平均点火正时,平均节气门开合角度,平均进气温度,平均空气流量,平均电瓶电压,平均冷却液水温,入库时间
352016818128522,11.76,26,-.4,57,1,17.4,95,7/29/14
352016818128522,11.25,8.5,.16,57,1,17.5,94,7/29/14
352016818128522,11.36,10.5,-.84,57,1,17.5,92,7/29/14
352016818128522,11.46,18,-.84,57,1,17.5,93,7/29/14
352016818128522,11.58,25,-.84,58,1,17.4,93,7/29/14
352016818128522,16.34,24,.72,42,1,17.5,88,7/28/14
352016818128522,15.81,5.5,-.84,42,1,17.5,92,7/28/14
352016818128522,14.8,23,.16,43,1,17.6,100,7/28/14
352016818128522,14.75,12.5,-.84,45,1,17.5,102,7/28/14
352016818128522,14.37,17,1.04,38,1,17.5,101,7/28/14
352016818128522,14.24,33.5,.16,39,1,17.5,100,7/28/14
352016818128522,14.11,19.5,.72,40,1,17.5,100,7/28/14
352016818128522,14.02,14.5,.16,41,1,17.5,101,7/28/14
352016818128522,10.48,8.5,.6,48,1,17.4,95,7/28/14
352016818128522,17.93,24,-.4,43,1,17.6,84,7/28/14
352016818128522,15.58,22,-.4,41,1,17.5,95,7/28/14
352016818128522,15.27,23.5,-.4,41,1,17.5,95,7/28/14
352016818128522,13.55,23,.6,51,1,17.2,97,7/29/14
352016818128522,19.63,16,1.04,54,1,17.2,93,7/29/14
352016818128522,13.39,14.5,-.84,51,1,17.1,97,7/29/14
352016818128522,12.51,22,1.16,53,1,17.1,94,7/29/14
352016818128522,12.42,20,.04,54,1,17.1,95,7/29/14
352016818128522,12.3,18.5,-.44,52,1,17.1,95,7/29/14
352016818128522,12.75,19,.48,52,1,17.1,98,7/29/14
352016818128522,12.61,30,-.84,55,1,17.1,92,7/29/14
352016818128522,12.57,14.5,-.4,54,1,17.1,94,7/29/14
352016818128522,12.46,26,.6,54,1,17.2,95,7/29/14
352016818128522,13.98,7,-.84,47,1,17.4,106,7/31/14
352016818128522,13.94,4,-.84,48,1,17.5,107,7/31/14
352016818128522,14.21,5,-.84,46,1,17.5,102,7/31/14
352016818128522,14.14,25,-.84,46,1,17.6,103,7/31/14
352016818128522,14.07,12,-.96,45,1,17.6,103,7/31/14
352016818128522,14.02,17,-.84,46,1,17.6,106,7/31/14
352016818128522,13.7,30.5,.16,48,1,17.6,98,7/31/14
352016818128522,13.67,22,.6,45,1,17.5,102,7/31/14
352016818128522,20.35,24.5,.72,53,1,17.6,93,7/31/14
352016818128522,19.25,17.5,.6,52,1,17.5,93,7/31/14
352016818128522,19.74,8.5,-.84,61,1,17.2,94,7/29/14
352016818128522,14.73,10.5,-.84,66,1,17.4,101,8/1/14
352016818128522,15.34,5.5,-.84,69,1,17.5,101,8/1/14
352016818128522,15.66,18.5,-.96,62,1,17.4,93,8/1/14
352016818128522,15.4,4,-.84,70,1,17.4,101,8/1/14
352016818128522,15.52,7,-.84,70,1,17.4,101,8/1/14
352016818128522,14.94,4,-.84,54,1,17.4,90,8/1/14
352016818128522,14.2,6,.72,48,1,17.4,99,8/1/14
352016818128522,35.06,9,.16,33,1,17.7,68,8/2/14
352016818128522,31.61,15,-.08,34,1,17.7,75,8/2/14
352016818128522,37.61,-8,-.96,32,1,17.4,51,8/2/14
352016818128522,13.65,15.5,.36,48,1,17.4,90,8/1/14
352016818128522,30.77,13.5,.72,54,1,17.1,103,8/1/14
352016818128522,18.59,10.5,-.32,52,1,17.6,94,8/3/14
352016818128522,17.98,26,.92,51,1,17.5,94,8/3/14
352016818128522,15.46,13,-.84,56,1,17.5,100,8/1/14
352016818128522,22.71,16,.72,58,1,17.5,94,8/3/14
352016818128522,20.96,30,1.16,55,1,17.5,92,8/3/14
352016818128522,12.82,10.5,-.84,59,1,17.5,94,8/4/14
352016818128522,12.84,5.5,.16,59,1,17.5,95,8/4/14
352016818128522,12.86,20.5,-.84,59,1,17.4,95,8/4/14
352016818128522,19.12,14,.48,40,1,17.9,86,8/4/14
352016818128522,16.21,21,-.96,49,1,17.6,91,8/4/14
352016818128522,15.66,14.5,-.96,50,1,17.6,93,8/4/14
352016818128522,15.45,11.5,-.84,50,1,17.5,94,8/4/14
352016818128522,15.24,19,1.04,51,1,17.6,93,8/4/14
352016818128522,17.12,10,.16,45,1,17.5,92,8/4/14
352016818128522,15.91,15.5,-1.08,49,1,17.6,91,8/4/14
352016818128522,14.57,23.5,.16,61,1,17.2,93,8/4/14
352016818128522,14.94,12.5,-.84,60,1,17.2,93,8/4/14
352016818128522,12.75,8.5,.16,59,1,17.5,95,8/4/14
352016818128522,13.3,5,-.84,61,1,17.4,95,8/4/14
352016818128522,13.3,7.5,-.84,61,1,17.5,94,8/4/14
352016818128522,29.86,15,1.16,59,1,17.3,96,8/4/14
352016818128522,27.99,3.5,.16,60,1,17.4,96,8/4/14
352016818128522,14.27,16.5,-.84,54,1,17.6,95,8/4/14
352016818128522,11.68,9.5,.16,48,1,17.4,105,8/6/14
352016818128522,12.07,3,-.84,56,1,17.4,105,8/6/14
352016818128522,15.99,21.5,.6,42,1,17.5,94,8/6/14
352016818128522,12.35,21,-.84,55,1,17.5,97,8/6/14
352016818128522,12.36,0,-.84,56,1,17.2,99,8/6/14
352016818128522,10.84,26.5,-.96,45,1,17.5,103,8/6/14
352016818128522,10.81,17.5,-.88,46,1,17.5,103,8/6/14
352016802932327,12.02,24,.98,39,14.71,20.3,81,8/1/14
352016802932327,12.02,32,-1.02,40,9.8,20.4,80,8/1/14
352016802932327,12.02,30.5,-1.02,42,11.55,20.3,81,8/1/14
352016802932327,12.11,10.5,1.1,50,8.8,20.2,81,7/29/14
352016802932327,11.71,27,.1,46,8.26,20.3,80,8/1/14
352016802932327,11.71,8,.1,47,6.96,20.2,82,8/1/14
352016802932327,16.31,27.5,1.1,46,9.77,20.3,81,7/29/14
352016802932327,10.08,24.5,.54,35,19.89,20.6,80,8/3/14
352016802932327,10.08,34,-.02,35,19.18,20.6,80,8/3/14
352016802932327,10.07,22.5,1.1,40,19.16,20.5,81,8/3/14
352016802932327,12.01,22,1.1,49,9.92,20.3,81,8/4/14
352016802932327,12.35,18,1.1,53,7.97,20.2,81,8/4/14
352016802932327,11.96,27,1.1,48,12.58,20.3,80,8/4/14
352016802932327,12.8,9.5,1.1,39,6.48,20.3,81,8/4/14
352016802932327,24.07,24,-.46,40,8.26,20.4,80,8/4/14
352016802932327,22.47,24.5,-.46,40,11.4,20.4,80,8/4/14
352016802932327,12.21,28,1.1,48,13.16,20.3,81,8/4/14
352016802932327,12.64,26.5,1.1,53,14.06,20.2,81,8/6/14
352016802932327,12.27,28,.54,51,12.33,20.2,80,8/6/14
352016802932327,12.17,7,.1,53,6.98,20.2,83,8/6/14
352016802932327,12.05,25.5,-1.02,54,12.17,20.3,81,8/6/14
352016802932327,11.97,24.5,.1,54,9.15,20.2,80,8/6/14
352016802932327,1,10,1.1,58,7.05,20.1,79,8/6/14
352016802932327,1,10,1.1,59,6.94,20.2,81,8/6/14
352016802932327,1,5,1.1,39,8.51,20.4,60,8/6/14
352016857330088,3,6,1.25,47,5.14,19.8,96,7/17/14
352016857330088,3,5,1.25,49,5.19,19.7,96,7/17/14
352016857330088,49.76,6.5,1.25,51,5.51,19.7,96,7/17/14
352016857330088,27.09,7.5,.69,51,12.28,19.9,95,7/17/14
352016857330088,22.87,8,-.87,54,29.64,19.7,96,7/16/14
352016857330088,22.9,1.5,-.31,49,33.42,19.7,96,7/16/14
352016857330088,22.56,3.5,-.31,50,31.21,19.7,96,7/16/14
352016857330088,37.56,12,-.87,33,9.04,20.1,48,7/16/14
352016857330088,31.47,8,1.13,36,13.45,20.2,57,7/16/14
352016857330088,3,-4,-.31,30,10.22,20.2,35,7/16/14
352016857330088,27.48,1.5,-.99,36,15.59,20.2,67,7/16/14
352016857330088,25.63,3,-.31,36,19.99,20.1,76,7/16/14
352016857330088,22.25,10.5,.69,40,7.06,20,94,7/16/14
352016857330088,56.53,9.5,.69,62,8.09,19.6,86,7/16/14
352016857330088,27.66,6,-.31,36,8.7,20.1,68,7/17/14
352016857330088,74.35,-3,-.31,27,8.94,20.2,34,7/17/14
352016857330088,43.37,9.5,1.01,65,10.67,19.6,96,7/19/14
352016857330088,33.97,6.5,1.25,58,21.02,19.6,96,7/19/14
352016857330088,28.87,9.5,.13,58,11.52,19.6,96,7/19/14
352016857330088,14.64,11.5,.13,57,8.66,19.7,96,7/19/14
352016857330088,18.96,15,-.43,58,10.84,19.7,96,7/19/14
352016857330088,29.43,14.5,1.13,56,9.92,19.9,94,7/20/14
352016857330088,25.13,11.5,-.87,60,8.21,19.6,95,7/19/14
352016857330088,14.89,6.5,.69,49,14.13,19.8,96,7/19/14
352016857330088,14.85,12,.45,50,15.88,19.8,96,7/19/14
352016857330088,14.54,10,-.31,55,6.51,19.7,96,7/19/14
352016857330088,24.88,11.5,.13,52,11.86,19.8,81,7/19/14
352016857330088,22.36,10,.13,51,13.76,19.8,89,7/19/14
352016857330088,20.57,17,1.13,51,10.64,19.9,94,7/19/14
352016857330088,19.43,11.5,-.67,50,19.31,19.9,96,7/19/14
352016857330088,18.64,11.5,-.15,47,22.8,19.9,96,7/19/14
352016857330088,34.62,12,-.43,53,10.71,19.8,65,7/21/14
352016857330088,27.19,6,1.25,53,6.38,19.8,84,7/21/14
352016857330088,27.19,6,-.31,53,5.37,19.7,90,7/21/14
352016857330088,25.27,11,.57,54,9.41,19.8,96,7/21/14
352016857330088,23.7,17,.57,54,9.77,19.9,95,7/21/14
352016857330088,23.36,5,-.31,55,5.81,19.7,96,7/21/14
352016857330088,15.69,15,-.87,48,21.86,19.9,96,7/12/14
352016857330088,14.5,7.5,.45,50,19.89,19.8,96,7/12/14
352016857330088,48.24,8,-.55,55,8.55,19.8,65,7/13/14
352016857330088,15.73,6,-.87,50,17.68,19.7,97,7/12/14
352016857330088,15.76,7.5,.21,55,8.51,19.7,97,7/12/14
352016857330088,33.63,8.5,.13,61,8.79,19.6,97,7/12/14
352016857330088,22.18,1,.69,52,28.85,19.8,96,7/12/14
352016857330088,34.77,5,-1.11,57,18.16,19.7,97,7/12/14
352016857330088,20.4,12,1.25,64,7.31,19.6,96,7/12/14
352016857330088,49.49,11,.69,52,7.43,19.7,82,7/12/14
352016857330088,15.89,3,1.01,46,21.77,19.8,96,7/12/14
352016857330088,23.03,5.5,.69,56,6.27,19.7,96,7/12/14
352016857330088,18.21,13.5,-.43,55,19.04,19.8,97,7/12/14
352016857330088,16.34,16.5,-.11,46,24.05,19.8,96,7/12/14
352016889385480,16.62,6.5,.09,55,12.28,22.2,98,8/8/14
352016889385480,11.46,9.5,-.15,44,13.43,22.4,95,8/8/14
352016889385480,18.58,10,.85,39,13.66,22.6,87,8/7/14
352016889385480,19.06,6.5,-.59,52,13.81,22.4,97,8/8/14
352016889385480,17.85,4,.09,53,9.38,22.2,98,8/8/14
352016889385480,16.97,9,-.59,57,11.51,22.2,97,8/8/14
352016889385480,12.98,8,-1.15,38,9.82,22.6,53,8/8/14
352016889385480,25.3,10.5,-.59,52,14.28,22.4,98,8/8/14
352016889385480,23.29,7,.09,55,11.98,22.2,95,8/8/14
352016889385480,27.94,7.5,-.03,47,9.38,22.3,75,8/7/14
352016889385480,20.45,8.5,-.83,41,19.61,22.5,93,8/7/14
352016889385480,13.32,11,.41,43,19.74,22.4,98,8/7/14
352016889385480,14.88,5.5,.09,61,9.34,22.2,98,8/8/14
352016889385480,16.17,6.5,-.15,58,11.84,22.3,98,8/8/14
352016889385480,15.69,10.5,.09,60,11.59,22.3,98,8/8/14
352016889385480,14.18,12,-.03,59,8.67,22.3,98,8/8/14
352016864499108,17.55,11.5,.69,52,0,14.1,94,7/24/14
352016864499108,33.02,0,.13,41,0,13.9,57,7/24/14
352016864499108,15.94,-.5,.13,52,0,14,93,7/24/14
352016864499108,30.26,-.5,.13,48,0,14,84,7/24/14
352016864499108,22.92,18,.69,49,0,14,95,7/24/14
352016864499108,20.52,6.5,.69,49,0,13.8,94,7/24/14
352016864499108,18.58,-1,.13,50,0,13.9,94,7/24/14
352016864499108,8.75,13,.13,51,0,14.1,94,7/24/14
352016864499108,11.71,17.5,-.87,45,0,14.1,94,7/24/14
352016864499108,11.01,5.5,-.31,45,0,14,94,7/24/14
352016864499108,10.85,12.5,.01,44,0,14.2,94,7/24/14
352016864499108,19.9,-3,.13,38,0,14.2,82,7/25/14
352016864499108,32.67,16.5,.69,44,0,13.9,94,7/24/14
352016864499108,18.46,4,.13,42,0,14.1,94,7/24/14
352016864499108,6.19,23,1.01,39,0,14.1,96,8/1/14
352016864499108,6.74,22,-.55,38,0,14.2,95,8/1/14
352016864499108,6.74,16.5,-.43,38,0,14.2,96,8/1/14
352016864499108,6.74,21.5,.57,38,0,14.2,96,8/1/14
352016864499108,6.73,22.5,-.55,38,0,14.2,95,8/1/14
352016864499108,6.72,15,.13,38,0,14.2,95,8/1/14
352016864499108,6.71,22,-1.11,38,0,14.2,95,8/1/14
352016864499108,6.71,22.5,1.01,38,0,14.2,96,8/1/14
352016864499108,6.7,26,.57,38,0,14.2,95,8/1/14
352016864499108,6.7,21,-.55,38,0,14.3,96,8/1/14
352016864499108,6.69,22.5,-.55,38,0,14.3,96,8/1/14
352016864499108,6.69,22,-.55,38,0,14.2,96,8/1/14
352016864499108,6.68,23,-.55,38,0,14.3,96,8/1/14
352016864499108,10.84,14.5,-.43,47,0,14.1,95,8/4/14
352016864499108,13.61,1.5,1.13,53,0,14,94,8/8/14
352016857330054,12.61,15.5,1.17,46,18.87,15.5,97,7/31/14
352016857330054,8.69,12,1.17,54,14.02,15.4,97,7/31/14
352016857330054,37.87,12,-.39,54,11.18,15.3,99,7/31/14
352016857330054,10.42,12,.61,40,11.6,15.3,109,7/30/14
352016857330054,0,4,1.17,54,7.34,15.4,96,7/31/14
352016857330054,4.56,-9.5,.37,36,20.16,15.3,95,7/30/14
352016857330054,9.16,8,-.99,35,33.9,14.6,95,7/30/14
352016857330054,4.94,2.5,-.87,39,28.23,14.7,96,7/30/14
352016857330054,12.48,5.5,-.39,66,9.35,15.3,98,8/1/14
352016857330054,10.28,8,-.83,57,7.65,15.3,98,8/1/14
352016857330054,9.43,14.5,1.05,53,12.13,14.7,99,7/30/14
352016857330054,102.89,1,-.95,61,10.31,15.2,102,7/30/14
352016857330054,5.43,-7,.05,33,16.81,15.4,108,7/30/14
352016857330054,14.68,11.5,-.39,57,12.67,14.8,99,8/2/14
352016857330054,7.93,18,.05,52,11.63,15.3,98,8/1/14
352016857330054,3.33,16,1.17,47,11.9,15.3,98,8/1/14
352016857330054,9.9,9.5,.17,45,13.95,15.3,98,8/1/14
352016857330054,13.82,2.5,.05,51,19.19,15.3,99,8/2/14
352016857330054,10.88,10.5,.93,47,18.01,15.4,99,8/2/14
352016857330054,9.96,13.5,-.95,61,10.18,14.8,98,8/3/14
352016857330054,0,4.5,-.39,57,7.75,15.3,90,8/3/14
352016857330054,5.55,18,1.17,55,11,15.3,98,8/1/14
352016857330054,10.51,9,.25,41,34.07,15.3,97,8/3/14
352016857330054,9.59,4.5,-.51,46,17.42,15.3,98,8/3/14
352016857330054,8.5,10.5,.93,36,34.18,15.3,95,8/3/14
352016857330054,6.96,-3.5,1.17,39,16.36,15.3,97,8/3/14
352016857330054,9.42,12,-.39,36,34.5,15.3,96,8/3/14
352016857330054,11.43,18,.05,40,13.87,15.4,108,8/4/14
352016857330054,17.37,11,1.17,47,9.65,15.3,109,8/4/14
352016857330054,61.14,4,-.39,46,8.52,15.4,89,8/4/14
352016857330054,11.31,-2.5,.73,43,14.59,15.3,109,8/5/14
352016857330054,14.78,11,1.17,53,10.56,15.8,97,8/6/14
352016857330054,11.46,10,1.17,52,10.84,15.4,93,8/6/14
352016857330088,27.92,3,-.87,46,41.56,19.8,95,7/16/14
352016857330088,27.89,8.5,1.25,52,13.04,19.7,96,7/16/14
352016857330088,27.28,17,-.31,56,19.62,19.7,97,7/16/14
352016857330088,18.27,14.5,-.87,63,9.6,19.7,96,7/19/14
352016857330088,14.74,14.5,.13,49,18.24,19.8,96,7/19/14
352016857330088,15.59,4,-.99,54,17.4,19.7,96,7/19/14
352016857330088,19.18,10.5,-.43,60,9.39,19.6,96,7/19/14
352016857330088,18.47,12.5,.69,62,7.84,19.7,95,7/19/14
352016857330088,17.57,12,-.87,60,10.12,19.6,96,7/19/14
352016857330088,41.23,6.5,1.25,57,7.92,19.7,90,7/20/14
352016857330088,32.3,11,1.25,55,9.66,19.8,90,7/20/14
352016857330088,62.72,9,-.87,54,8.27,19.8,67,7/20/14
352016857330088,46.12,15.5,.69,55,7.92,19.5,77,7/20/14
352016857330088,37.13,18.5,-.87,56,9.11,19.8,84,7/20/14
352016857330088,16.85,13.5,-.67,56,10.06,19.7,96,7/19/14
352016857330088,16.69,14.5,.69,57,8.3,19.7,96,7/19/14
352016857330088,22.24,15.5,1.13,60,10.04,19.8,96,7/20/14
352016857330088,27.28,7.5,-.31,55,8.7,19.6,87,7/19/14
352016857330088,17.57,19,.13,42,9.83,19.9,95,7/21/14
352016857330088,17.31,18,-.31,45,7.71,19.8,95,7/21/14
352016857330054,10.74,6,1.17,52,8.73,15.5,97,8/6/14
352016857330054,10.94,8.5,1.17,52,13.38,15.4,97,8/6/14
352016857330054,77.58,0,1.17,50,7.23,15.6,76,8/6/14
352016857330054,67.77,6,-.39,49,6.48,15.7,88,8/6/14
352016857330054,11.74,9.5,1.17,43,10.08,15.6,105,8/6/14
352016857330054,16.23,6,1.17,46,7.68,15.8,98,8/6/14
352016857330054,16.08,5,.05,48,8.41,15.8,98,8/6/14
352016857330054,15.23,9,.61,53,9.79,15.8,98,8/6/14
352016802932327,20.03,18,-.58,34,30.23,20.7,80,6/24/14
352016802932327,10.21,12,.1,33,7.22,20.5,80,6/24/14
352016802932327,10.2,13.5,-.46,35,7.09,20.3,81,6/24/14
352016802932327,16.91,23.5,1.1,45,9.39,20.1,81,6/26/14
352016802932327,15.27,21,1.1,45,8.87,20.2,80,6/26/14
352016802932327,14.61,15.5,1.1,46,8.18,20.2,80,6/26/14
352016802932327,14.11,8.5,1.1,47,7.2,20.1,81,6/26/14
352016802932327,25.03,34,-.46,47,10.72,20.3,80,6/26/14
352016802932327,21.82,31.5,.54,45,10.35,20.3,80,6/26/14
352016802932327,18.36,26.5,.1,43,11.02,20.2,81,6/26/14
352016802932327,16.74,31.5,.1,42,10.64,20.4,80,6/26/14
352016802932327,30.34,10,.1,48,8.25,20.3,78,6/26/14
352016802932327,19.66,23,.98,44,11.83,20.2,80,6/26/14
352016802932327,29.37,8.5,1.1,44,7.3,20.5,66,6/24/14
352016802932327,10.29,26.5,-.46,32,10.68,20.5,80,6/24/14
352016802932327,14.13,22,.1,45,10.14,20.2,81,6/29/14
352016802932327,10,23.5,.42,38,27.6,20.6,81,6/30/14
352016802932327,9.98,31.5,-.58,37,23.08,20.6,81,6/30/14
352016802932327,9.58,23,-.02,41,17.64,20.4,80,6/30/14
352016802932327,27.42,14,-.46,53,8.17,20.2,70,6/29/14
352016802932327,14.81,31,-.46,46,9.76,20.3,80,6/29/14
352016802932327,13.86,12.5,1.1,45,7.85,20.2,82,6/29/14
352016802932327,19.9,25.5,1.1,52,8.25,20.4,79,6/29/14
352016802932327,16.3,31.5,.54,49,9.91,20.5,80,6/29/14
352016802932327,14.08,25.5,1.1,44,12.12,20.2,81,6/29/14
352016802932327,20.73,24.5,.54,41,14.53,20.4,80,6/29/14
352016802932327,20.77,8.5,.1,42,6.39,20.3,81,6/29/14
352016802932327,20.72,24,1.1,43,8.09,20.2,80,6/29/14
352016802932327,44.51,7,-.46,33,12.66,20.7,38,7/6/14
352016802932327,32.67,29,1.1,35,10.3,20.7,66,7/6/14
352016802932327,1,9.5,.1,43,6.71,20.3,79,7/6/14
352016802932327,1,9.5,.1,43,6.59,20.3,81,7/6/14
352016802932327,16.4,11.5,1.1,50,7.95,20.1,82,7/5/14
352016802932327,22.92,22.5,-.46,47,10.48,20.2,80,7/5/14
352016802932327,17.7,32.5,-.46,45,10.14,20.3,80,7/5/14
352016802932327,17.05,19.5,.98,45,14.59,20.4,81,7/5/14
352016802932327,20.95,29.5,-.46,47,11.04,20.3,80,7/5/14
352016802932327,19.59,21.5,1.1,45,14.94,20.4,80,7/5/14
352016802932327,15.27,20,-.02,48,14.42,20.3,80,7/5/14
352016802932327,11.69,24,-1.14,41,27.21,20.5,80,7/5/14
352016802932327,11.61,22.5,-.02,42,18.3,20.3,81,7/5/14
352016802932327,11.05,28,-.58,40,25.18,20.5,81,7/5/14
352016802932327,12,12.5,-.46,35,42.83,20.6,82,8/1/14
352016802932327,10.94,21.5,.54,50,12.62,20.3,80,8/1/14
352016802932327,10.73,31.5,1.1,49,11.08,20.3,80,8/1/14
352016802932327,10.55,25.5,-1.02,46,15.67,20.3,81,8/1/14
352016802932327,14.14,5,1.1,57,7.49,20.2,82,8/1/14
352016802932327,11.84,22.5,.74,35,48.57,20.6,81,8/1/14
352016802932327,10.08,24.5,-1.14,36,21.43,20.6,80,8/3/14
352016802932327,10.07,21.5,.1,41,9.94,20.3,80,8/3/14
352016802932327,10.09,19.5,-1.14,37,23.67,20.6,81,8/3/14
352016802932327,10.07,21,-1.02,41,11.68,20.3,81,8/3/14
352016802932327,10.07,24,.42,41,20.86,20.5,81,8/3/14
352016802932327,10.04,24,-.58,37,27.93,20.6,81,8/3/14
352016802932327,21.56,6.5,1.1,59,7.77,20.2,81,8/6/14
352016802932327,26.55,24,1.1,48,14.88,20.3,81,8/6/14
352016802932327,21.16,29.5,1.1,48,10.3,20.3,80,8/6/14
352016802932327,25.85,14.5,.54,56,11.09,20.2,79,8/6/14
352016802932327,15.54,19.5,.1,49,8.4,20.2,81,8/6/14
352016802932327,20.54,26,-.46,57,11.8,20.2,81,8/6/14
352016802932327,11.83,27,-.46,55,10.92,20.3,80,8/6/14
352016802932327,19.46,13,.1,57,8.71,20.1,82,8/6/14
352016802932327,12.74,26,.98,54,16.15,20.2,80,8/6/14
352016802932327,1,-6.5,-.46,37,11.5,20.6,44,8/6/14
352016802932327,40.2,5.5,1.1,46,7.69,20.2,81,8/6/14
352016802932327,18.26,28,-.46,48,9.22,20.2,80,8/6/14
352016802932327,16.02,17,.54,48,9.18,20.2,81,8/6/14
352016802932327,15.54,10,.1,50,6.48,20.2,82,8/6/14
352016802932327,14.99,20.5,-1.02,51,10.6,20.2,81,8/6/14
352016857330088,27.95,14.5,.13,57,9.06,19.8,96,7/16/14
352016857330088,21.26,5,1.25,54,13.58,19.8,96,7/15/14
352016857330088,17.59,18.5,.69,55,9.76,19.7,81,7/16/14
352016857330088,18.05,10,.69,54,8.1,19.7,89,7/16/14
352016857330088,16.75,7,.69,56,11.23,19.7,87,7/16/14
352016857330088,29.92,16.5,.69,36,10.94,20.2,61,7/17/14
352016857330088,24.89,18.5,-.87,38,10.75,20.1,81,7/17/14
352016857330088,33.45,14.5,1.13,32,8.53,20.1,54,7/17/14
352016857330088,17.78,12.5,.89,52,12.1,19.8,95,7/16/14
352016857330088,22.37,6.5,-.31,54,9.47,19.6,96,7/16/14
352016857330088,27.89,8.5,1.25,56,23.21,19.7,95,7/16/14
352016857330088,27.93,9,1.01,49,51.9,19.7,96,7/16/14
352016857330088,21.78,.5,1.25,52,21.92,19.7,96,7/16/14
352016857330088,17.08,12.5,.69,45,7.86,19.8,95,7/21/14
352016857330088,16.88,13,1.25,46,8.17,19.7,95,7/21/14
352016857330088,14.57,13,-.43,47,13.94,19.7,95,7/22/14
352016857330088,14.73,7,.57,38,23.42,19.8,96,7/22/14
352016857330088,14.54,12.5,.57,49,12.49,19.8,95,7/22/14
352016857330088,17.06,15.5,.13,52,8.42,19.8,96,7/12/14
352016857330088,23.95,11,.13,51,12.57,19.9,63,7/12/14
352016857330088,19.73,19,-.87,52,9.41,19.9,80,7/12/14
352016857330088,16.76,15,1.13,52,13,19.9,95,7/12/14
352016857330088,21.55,14,-.87,51,8.11,19.9,74,7/12/14
352016857330054,22.96,7,-.63,52,12.65,15.2,109,8/4/14
352016857330054,20.55,15,-1.19,49,16.68,15.3,109,8/4/14
352016857330054,18.11,-2.5,-.39,45,16.39,15.3,109,8/4/14
352016857330054,16.96,0,-.39,49,11.31,15.3,108,8/4/14
352016857330054,16.19,2.5,-.83,46,14.73,15.4,110,8/4/14
352016857330054,15.56,17.5,1.17,46,12.36,15.3,109,8/4/14
352016857330054,33.91,12,-.51,53,13.31,15.2,110,8/4/14
352016802932327,17.37,24.5,.74,32,17.91,20.7,79,6/24/14
352016802932327,16.42,31.5,1.1,31,25.83,20.8,80,6/24/14
352016802932327,15.69,16,-.14,30,29.43,20.7,80,6/24/14
352016802932327,10.19,7,.1,37,6.64,20.2,82,6/24/14
352016802932327,10.16,6.5,.1,38,6.84,20.2,82,6/24/14
352016802932327,10.16,5,.1,40,6.87,20.2,82,6/24/14
352016802932327,11.42,18.5,-.14,28,33.7,20.7,80,6/24/14
352016802932327,10.16,19,.1,41,7.82,20.2,81,6/24/14
352016802932327,11.38,23.5,-1.02,29,13.69,20.7,81,6/24/14
352016802932327,10.16,22.5,1.1,42,8.61,20.3,81,6/24/14
352016802932327,10.17,17.5,1.1,43,8.47,20.3,81,6/24/14
352016802932327,17.46,23,-1.02,43,10.65,20.2,81,6/26/14
352016802932327,1,1.5,1.1,45,7.99,20.4,60,6/26/14
352016802932327,1,7.5,.1,45,6.67,20.3,72,6/26/14
352016802932327,11.16,9,.1,53,5.85,20.2,81,6/29/14
352016802932327,11.16,9.5,.1,54,5.83,20.2,82,6/29/14
352016802932327,11.16,10,.1,55,5.86,20.2,81,6/29/14
352016802932327,1,6,1.1,54,7.79,20.2,78,6/29/14
352016889385480,11.65,11,.41,37,12.35,22.4,98,8/7/14
352016889385480,11.47,9.5,.09,42,10.91,22.4,98,8/7/14
352016889385480,0,7,.09,37,8.01,22.6,77,8/7/14
352016889385480,12.52,11,.41,40,18.34,22.5,98,8/7/14
352016889385480,10.37,15,.09,33,9.77,22.7,52,8/7/14
352016857330088,15.29,14,-.31,51,11.09,19.9,95,7/12/14
352016857330088,18.87,11,-.31,51,7.93,19.8,86,7/12/14
352016857330088,18.25,13.5,1.25,51,10.05,19.9,91,7/12/14
352016857330088,17.75,17.5,.69,51,12.73,19.9,95,7/12/14
352016857330088,14.75,9,1.13,53,10.45,19.9,96,7/12/14
352016857330088,17.26,12,.13,50,7.96,19.9,95,7/12/14
352016857330088,15.42,9,-.35,50,20.78,19.8,96,7/12/14
352016857330088,34.52,17,-.43,55,8.88,19.8,76,7/13/14
352016889385480,17.94,7,-.71,41,19.62,22.2,97,8/7/14
352016889385480,0,6.5,.09,47,7.59,22.6,96,8/7/14
352016889385480,16.08,4.5,-.71,40,19.87,22.5,97,8/7/14
352016889385480,10.23,4.5,.53,51,11.11,22.3,98,8/7/14
352016889385480,10.16,7.5,.09,46,7.65,22.4,103,8/7/14
352016889385480,10.11,5,.09,48,8.7,22.4,101,8/7/14
352016889385480,10.09,4.5,.09,50,7.39,22.5,102,8/7/14
352016889385480,12.18,11,.09,37,16.75,22.6,97,8/7/14
352016889385480,11.9,10,1.29,36,22.81,22.6,98,8/7/14
352016889385480,0,4,.09,44,7.67,22.5,95,8/7/14
352016889385480,0,6,.09,48,7.59,22.5,97,8/7/14
352016889385480,76.69,4,.85,50,10.25,22.6,97,8/7/14
352016889385480,37.28,4.5,.09,51,13.14,22.6,97,8/7/14
352016889385480,15.46,11,-.71,46,16.57,22.4,97,8/7/14
352016889385480,0,5,.09,40,7.6,22.6,95,8/7/14
352016889385480,20.82,4.5,.09,53,12.29,22.3,97,8/8/14
352016864499108,12.49,7.5,.69,36,0,14.1,90,7/24/14
352016864499108,20.72,12,1.13,46,0,14,94,7/24/14
