内部ID,当前引擎转速,当前引擎温度,前一次时间段至此引擎平均转速,引擎负荷,入库时间
352016889385480,744,91,726,38,8/3/14
352016889385480,747,91,726,38,8/3/14
352016889385480,757,91,726,38,8/3/14
352016889385480,750,91,726,38,8/3/14
352016889385480,749,90,726,38,8/3/14
352016889385480,754,91,726,38,8/3/14
352016889385480,753,90,726,38,8/3/14
352016889385480,0,90,726,38,8/3/14
352016889385480,0,90,726,38,8/3/14
352016889385480,749,90,726,38,8/3/14
352016889385480,751,91,726,38,8/3/14
352016889385480,751,91,726,38,8/3/14
352016889385480,750,90,726,38,8/3/14
352016889385480,743,90,726,38,8/3/14
352016889385480,755,90,726,38,8/3/14
352016889385480,748,90,726,38,8/3/14
352016889385480,754,90,726,38,8/3/14
352016889385480,748,91,726,38,8/3/14
352016889385480,757,91,726,38,8/3/14
352016889385480,745,90,726,38,8/3/14
352016889385480,767,90,726,38,8/3/14
352016889385480,890,90,726,35,8/3/14
352016889385480,746,90,708,39,8/3/14
352016889385480,720,90,708,42,8/3/14
352016889385480,783,90,708,38,8/3/14
352016889385480,750,90,708,39,8/3/14
352016889385480,735,90,708,39,8/3/14
352016889385480,746,90,708,39,8/3/14
352016889385480,749,90,708,39,8/3/14
352016889385480,770,90,708,39,8/3/14
352016889385480,738,90,708,40,8/3/14
352016889385480,764,91,708,37,8/3/14
352016889385480,815,90,708,36,8/3/14
352016889385480,754,91,708,38,8/3/14
352016889385480,1206,87,739,28,8/3/14
352016889385480,1144,88,739,47,8/3/14
352016889385480,1017,88,739,28,8/3/14
352016889385480,827,89,739,40,8/3/14
352016889385480,1457,90,739,49,8/3/14
352016889385480,1214,90,739,23,8/3/14
352016889385480,1138,90,739,47,8/3/14
352016889385480,1684,90,739,34,8/3/14
352016889385480,1538,88,233,46,8/4/14
352016889385480,1437,88,233,38,8/4/14
352016889385480,1268,88,233,30,8/4/14
352016889385480,839,88,233,35,8/4/14
352016889385480,817,88,233,37,8/4/14
352016889385480,1521,88,233,46,8/4/14
352016889385480,1545,88,233,14,8/4/14
352016889385480,1443,88,233,42,8/4/14
352016889385480,991,88,233,25,8/4/14
352016889385480,802,88,233,39,8/4/14
352016889385480,761,88,233,29,8/4/14
352016889385480,942,89,233,52,8/4/14
352016889385480,1688,89,233,40,8/4/14
352016889385480,1561,88,233,38,8/4/14
352016889385480,1707,88,233,26,8/4/14
352016889385480,1067,88,233,13,8/4/14
352016889385480,1430,88,233,37,8/4/14
352016889385480,1473,88,233,56,8/4/14
352016889385480,957,88,233,23,8/4/14
352016889385480,1730,88,233,57,8/4/14
352016889385480,1030,88,233,27,8/4/14
352016889385480,1583,89,233,38,8/4/14
352016889385480,1906,89,233,54,8/4/14
352016889385480,905,90,233,29,8/4/14
352016889385480,1055,90,233,44,8/4/14
352016889385480,914,90,233,29,8/4/14
352016889385480,840,90,233,30,8/4/14
352016889385480,1254,90,233,29,8/4/14
352016889385480,1020,90,233,33,8/4/14
352016889385480,943,90,233,17,8/4/14
352016850081381,1296,42,892,83,7/1/14
352016850081381,955,44,892,67,7/1/14
352016850081381,938,44,871,70,7/1/14
352016850081381,1971,46,871,98,7/1/14
352016850081381,2059,47,871,30,7/1/14
352016850081381,1025,48,733,98,7/1/14
352016850081381,1834,49,733,98,7/1/14
352016850081381,1499,50,733,31,7/1/14
352016850081381,1264,51,733,35,7/1/14
352016850081381,1186,53,733,32,7/1/14
352016850081381,905,53,733,39,7/1/14
352016850081381,879,54,733,41,7/1/14
352016850081381,831,55,733,43,7/1/14
352016850081381,1532,55,733,42,7/1/14
352016850081381,1430,56,733,52,7/1/14
352016850081381,1568,57,733,28,7/1/14
352016850081381,2207,58,733,86,7/1/14
352016850081381,1752,59,733,24,7/1/14
352016850081381,943,59,733,35,7/1/14
352016850081381,822,59,733,35,7/1/14
352016850081381,1745,60,733,54,7/1/14
352016850081381,1715,61,733,33,7/1/14
352016850081381,2010,61,733,26,7/1/14
352016850081381,1943,62,733,44,7/1/14
352016850081381,1891,62,733,25,7/1/14
352016850081381,1018,63,733,33,7/1/14
352016850081381,815,64,733,35,7/1/14
352016850081381,821,65,733,34,7/1/14
352016850081381,819,65,733,35,7/1/14
352016850081381,812,65,733,34,7/1/14
352016850081381,812,65,733,34,7/1/14
352016850081381,809,66,733,34,7/1/14
352016850081381,820,66,733,34,7/1/14
352016850081381,1037,67,733,93,7/1/14
352016850081381,1615,68,733,34,7/1/14
352016850081381,1948,68,733,98,7/1/14
352016850081381,1876,69,733,42,7/1/14
352016850081381,1201,70,733,34,7/1/14
352016850081381,803,71,733,36,7/1/14
352016850081381,815,71,733,36,7/1/14
352016850081381,797,72,733,35,7/1/14
352016850081381,1608,72,733,29,7/1/14
352016850081381,1785,73,733,66,7/1/14
352016850081381,2055,73,733,80,7/1/14
352016850081381,1653,74,733,27,7/1/14
352016850081381,1117,75,733,98,7/1/14
352016850081381,1076,76,733,38,7/1/14
352016850081381,1337,77,733,39,7/1/14
352016850081381,1747,77,733,53,7/1/14
352016850081381,2147,77,733,37,7/1/14
352016850081381,1411,77,733,31,7/1/14
352016850081381,859,78,733,35,7/1/14
352016850081381,784,79,733,35,7/1/14
352016850081381,778,79,733,35,7/1/14
352016850081381,781,80,733,36,7/1/14
352016850081381,789,80,733,36,7/1/14
352016850081381,901,80,733,52,7/1/14
352016850081381,1046,80,733,77,7/1/14
352016850081381,2032,81,733,66,7/1/14
352016850081381,2019,82,733,64,7/1/14
352016850081381,2149,83,733,26,7/1/14
352016850081381,2231,83,733,26,7/1/14
352016850081381,1142,59,229,38,7/1/14
352016850081381,1588,59,229,86,7/1/14
352016850081381,1804,60,229,27,7/1/14
352016850081381,831,61,229,38,7/1/14
352016850081381,794,62,229,38,7/1/14
352016850081381,819,62,229,38,7/1/14
352016850081381,819,63,229,37,7/1/14
352016850081381,817,63,229,37,7/1/14
352016850081381,831,63,229,37,7/1/14
352016850081381,807,64,229,37,7/1/14
352016850081381,1173,65,229,57,7/1/14
352016850081381,1731,65,229,98,7/1/14
352016850081381,2084,66,229,28,7/1/14
352016850081381,2042,67,229,25,7/1/14
352016850081381,1608,68,229,26,7/1/14
352016850081381,1514,69,229,98,7/1/14
352016850081381,2046,69,229,30,7/1/14
352016850081381,1829,70,229,40,7/1/14
352016850081381,1728,71,229,27,7/1/14
352016850081381,1200,72,229,33,7/1/14
352016850081381,1410,73,229,98,7/1/14
352016850081381,2010,73,229,38,7/1/14
352016850081381,1670,74,229,36,7/1/14
352016850081381,1724,74,229,98,7/1/14
352016850081381,2002,75,229,28,7/1/14
352016850081381,2022,77,229,58,7/1/14
352016850081381,2027,77,229,38,7/1/14
352016850081381,2075,77,229,44,7/1/14
352016850081381,2115,78,229,43,7/1/14
352016850081381,2099,79,229,28,7/1/14
352016850081381,1560,80,229,29,7/1/14
352016850081381,1184,80,229,98,7/1/14
352016850081381,1284,81,229,32,7/1/14
352016850081381,1349,81,229,98,7/1/14
352016850081381,1645,82,229,95,7/1/14
352016850081381,1736,83,229,42,7/1/14
352016850081381,1996,83,229,55,7/1/14
352016850081381,1862,83,229,28,7/1/14
352016850081381,1871,85,229,68,7/1/14
352016850081381,2235,86,229,37,7/1/14
352016850081381,2323,86,229,66,7/1/14
352016850081381,1877,87,229,66,7/1/14
352016850081381,2020,88,229,38,7/1/14
352016850081381,1813,89,229,31,7/1/14
352016850081381,1966,91,177,58,7/10/14
352016850081381,2058,89,177,98,7/10/14
352016850081381,1774,89,177,31,7/10/14
352016850081381,1815,89,177,30,7/10/14
352016850081381,1794,89,177,40,7/10/14
352016850081381,1699,89,177,45,7/10/14
352016850081381,1207,89,177,41,7/10/14
352016850081381,1965,89,177,78,7/10/14
352016850081381,2154,89,177,44,7/10/14
352016850081381,1858,89,177,44,7/10/14
352016850081381,875,89,177,39,7/10/14
352016850081381,778,91,177,38,7/10/14
352016850081381,1688,92,1262,59,7/10/14
352016850081381,2023,92,1262,98,7/10/14
352016850081381,2036,95,1262,98,7/10/14
352016850081381,2229,95,1262,98,7/10/14
352016850081381,2281,95,1262,39,7/10/14
352016850081381,1791,95,1262,59,7/10/14
352016850081381,2058,92,1262,42,7/10/14
352016850081381,2028,92,1262,29,7/10/14
352016850081381,1482,91,1262,31,7/10/14
352016850081381,1330,89,1243,54,7/10/14
352016850081381,1642,89,1243,98,7/10/14
352016850081381,1371,88,1123,51,7/10/14
352016850081381,1147,88,1116,79,7/10/14
352016850081381,1526,89,1116,31,7/10/14
352016850081381,2098,89,1116,37,7/10/14
352016850081381,1743,89,1116,30,7/10/14
352016850081381,1728,89,1116,39,7/10/14
352016850081381,1543,89,1116,98,7/10/14
352016850081381,1722,89,1116,39,7/10/14
352016850081381,1565,89,1462,68,7/10/14
352016850081381,1634,89,1462,71,7/10/14
352016850081381,1638,89,1462,88,7/10/14
352016850081381,1671,89,1462,76,7/10/14
352016850081381,1867,89,1462,42,7/10/14
352016850081381,1787,89,1462,54,7/10/14
352016850081381,1748,89,1462,96,7/10/14
352016850081381,1828,89,1462,45,7/10/14
352016850081381,1737,89,1462,59,7/10/14
352016850081381,1733,89,1462,30,7/10/14
352016850081381,1737,89,1462,45,7/10/14
352016850081381,1757,89,1462,29,7/10/14
352016850081381,1730,89,1462,73,7/10/14
352016850081381,1906,89,1462,82,7/10/14
352016850081381,2060,89,1462,82,7/10/14
352016850081381,801,64,795,40,7/11/14
352016850081381,816,65,795,38,7/11/14
352016850081381,819,65,795,38,7/11/14
352016850081381,812,65,795,38,7/11/14
352016850081381,818,66,795,38,7/11/14
352016850081381,817,66,795,38,7/11/14
352016850081381,1317,67,795,30,7/11/14
352016850081381,1996,68,795,71,7/11/14
352016850081381,2128,69,795,35,7/11/14
352016850081381,1883,69,795,31,7/11/14
352016850081381,1770,70,795,46,7/11/14
352016850081381,1892,71,795,33,7/11/14
352016850081381,1489,72,795,29,7/11/14
352016850081381,1034,73,795,98,7/11/14
352016850081381,1709,73,795,68,7/11/14
352016850081381,1976,74,795,28,7/11/14
352016850081381,1903,74,795,43,7/11/14
352016850081381,2056,75,795,71,7/11/14
352016850081381,2279,76,795,59,7/11/14
352016850081381,2000,77,795,31,7/11/14
352016850081381,1895,77,795,29,7/11/14
352016850081381,1726,78,795,48,7/11/14
352016850081381,1594,79,795,64,7/11/14
352016850081381,1587,80,795,31,7/11/14
352016850081381,1596,80,795,31,7/11/14
352016850081381,1326,80,795,32,7/11/14
352016850081381,972,81,795,59,7/11/14
352016850081381,1486,81,795,94,7/11/14
352016850081381,2045,82,795,29,7/11/14
352016850081381,1386,83,795,32,7/11/14
352016850081381,1432,83,795,75,7/11/14
352016850081381,2226,83,795,62,7/11/14
352016850081381,2148,85,795,58,7/11/14
352016850081381,2222,86,795,28,7/11/14
352016850081381,1969,87,795,59,7/11/14
352016850081381,1982,88,795,36,7/11/14
352016850081381,1892,88,795,65,7/11/14
352016850081381,2091,89,795,66,7/11/14
352016850081381,2221,89,795,38,7/11/14
352016850081381,2153,91,795,74,7/11/14
352016850081381,2168,92,795,48,7/11/14
352016850081381,2280,92,795,56,7/11/14
352016850081381,2136,93,795,80,7/11/14
352016850081381,2042,93,795,32,7/11/14
352016850081381,1998,95,795,32,7/11/14
352016850081381,-1,95,795,32,7/11/14
352016850081381,1747,95,795,29,7/11/14
352016850081381,1614,92,795,93,7/11/14
352016850081381,1721,89,795,29,7/11/14
352016850081381,1865,87,795,30,7/11/14
352016850081381,2069,87,795,28,7/11/14
352016850081381,2088,87,795,62,7/11/14
352016850081381,2235,87,795,76,7/11/14
352016850081381,2150,88,795,57,7/11/14
352016850081381,1992,89,795,58,7/11/14
352016850081381,-1,89,795,58,7/11/14
352016850081381,2309,92,795,62,7/11/14
352016850081381,2374,93,795,57,7/11/14
352016850081381,1866,87,732,95,7/18/14
352016850081381,2040,87,732,49,7/18/14
352016850081381,1770,87,732,31,7/18/14
352016850081381,1847,87,732,67,7/18/14
352016850081381,1957,88,732,37,7/18/14
352016850081381,2088,88,732,98,7/18/14
352016850081381,2124,88,732,98,7/18/14
352016850081381,1961,89,732,75,7/18/14
352016850081381,2043,89,732,83,7/18/14
352016850081381,2021,89,732,53,7/18/14
352016850081381,1960,89,732,95,7/18/14
352016850081381,2023,89,732,76,7/18/14
352016850081381,2169,89,732,84,7/18/14
352016850081381,2156,89,732,35,7/18/14
352016850081381,2108,89,732,82,7/18/14
352016850081381,1993,89,732,32,7/18/14
352016850081381,1982,89,732,43,7/18/14
352016850081381,2001,89,732,31,7/18/14
352016850081381,1837,88,732,28,7/18/14
352016850081381,1636,88,732,29,7/18/14
352016850081381,1470,87,732,30,7/18/14
352016850081381,1636,87,732,35,7/18/14
352016850081381,1738,86,732,29,7/18/14
352016850081381,1584,86,732,30,7/18/14
352016850081381,1425,86,732,30,7/18/14
352016850081381,1512,85,732,31,7/18/14
352016850081381,1724,85,732,31,7/18/14
352016850081381,1740,85,732,31,7/18/14
352016850081381,2007,85,732,72,7/18/14
352016850081381,2136,86,732,98,7/18/14
352016850081381,1930,86,732,70,7/18/14
352016850081381,1897,86,732,39,7/18/14
352016850081381,1956,86,732,62,7/18/14
352016850081381,850,50,176,36,7/22/14
352016850081381,1028,51,176,48,7/22/14
352016850081381,1337,52,176,34,7/22/14
352016850081381,1327,53,176,32,7/22/14
352016850081381,1533,53,176,58,7/22/14
352016850081381,1533,54,176,39,7/22/14
352016850081381,1583,55,176,26,7/22/14
352016850081381,960,56,176,58,7/22/14
352016850081381,956,56,176,42,7/22/14
352016850081381,1093,57,176,33,7/22/14
352016850081381,1147,58,176,30,7/22/14
352016850081381,1303,59,176,39,7/22/14
352016850081381,1346,59,176,29,7/22/14
352016850081381,1411,59,176,33,7/22/14
352016850081381,1453,60,176,33,7/22/14
352016850081381,1578,61,176,26,7/22/14
352016850081381,1433,61,176,29,7/22/14
352016850081381,1118,62,176,56,7/22/14
352016850081381,1272,62,176,37,7/22/14
352016850081381,1584,63,176,27,7/22/14
352016850081381,1581,63,176,31,7/22/14
352016850081381,1980,64,176,35,7/22/14
352016850081381,1833,65,176,27,7/22/14
352016850081381,1927,65,176,51,7/22/14
352016850081381,2075,66,176,26,7/22/14
352016850081381,1677,67,176,27,7/22/14
352016850081381,1544,68,176,40,7/22/14
352016850081381,1404,69,176,46,7/22/14
352016850081381,1696,69,176,93,7/22/14
352016850081381,2068,69,176,25,7/22/14
352016850081381,1846,70,176,30,7/22/14
352016850081381,1701,71,176,27,7/22/14
352016850081381,918,71,176,37,7/22/14
352016850081381,927,72,176,90,7/22/14
352016850081381,1585,73,176,29,7/22/14
352016850081381,773,73,176,40,7/22/14
352016850081381,804,74,176,37,7/22/14
352016850081381,798,74,176,97,7/22/14
352016850081381,1147,74,176,37,7/22/14
352016850081381,888,75,176,37,7/22/14
352016850081381,785,76,176,38,7/22/14
352016850081381,791,76,176,38,7/22/14
352016850081381,785,77,176,38,7/22/14
352016850081381,785,77,176,38,7/22/14
352016850081381,788,77,176,37,7/22/14
352016850081381,858,77,176,71,7/22/14
352016850081381,1283,78,176,31,7/22/14
352016850081381,1771,78,176,30,7/22/14
352016850081381,2256,79,176,75,7/22/14
352016850081381,1913,80,176,31,7/22/14
352016850081381,1709,80,176,28,7/22/14
352016850081381,854,81,176,37,7/22/14
352016850081381,776,81,176,38,7/22/14
352016850081381,786,82,176,38,7/22/14
352016850081381,783,82,176,37,7/22/14
352016850081381,785,83,176,37,7/22/14
352016850081381,783,83,176,37,7/22/14
352016850081381,786,83,176,37,7/22/14
352016850081381,783,83,176,37,7/22/14
352016850081381,782,83,176,37,7/22/14
352016850081381,778,85,176,37,7/22/14
352016850081381,785,85,176,37,7/22/14
352016850081381,781,86,176,37,7/22/14
352016850081381,784,86,176,37,7/22/14
352016850081381,780,86,176,37,7/22/14
352016850081381,785,86,176,37,7/22/14
352016850081381,787,86,176,37,7/22/14
352016850081381,786,87,176,37,7/22/14
352016850081381,-1,87,176,37,7/22/14
352016850081381,783,87,176,37,7/22/14
352016850081381,782,88,176,37,7/22/14
352016850081381,803,88,176,84,7/22/14
352016850081381,1657,89,176,36,7/22/14
352016850081381,2095,89,176,74,7/22/14
352016850081381,766,38,467,33,6/26/14
352016850081381,737,39,467,32,6/26/14
352016850081381,772,40,467,39,6/26/14
352016850081381,1496,41,467,18,6/26/14
352016850081381,1649,43,467,33,6/26/14
352016850081381,1047,44,467,20,6/26/14
352016850081381,1201,45,467,42,6/26/14
352016850081381,1793,47,467,39,6/26/14
352016850081381,1543,49,467,46,6/26/14
352016850081381,1689,50,467,48,6/26/14
352016850081381,1687,52,467,35,6/26/14
352016850081381,1076,54,467,16,6/26/14
352016850081381,857,56,467,20,6/26/14
352016850081381,1188,56,467,37,6/26/14
352016850081381,1733,57,467,13,6/26/14
352016850081381,1029,58,467,28,6/26/14
352016850081381,1181,59,467,17,6/26/14
352016850081381,606,60,467,33,6/26/14
352016850081381,1577,60,467,39,6/26/14
352016850081381,1620,61,467,30,6/26/14
352016850081381,1541,62,467,32,6/26/14
352016850081381,1696,63,467,60,6/26/14
352016850081381,1785,65,467,63,6/26/14
352016850081381,1891,104,726,60,7/1/14
352016850081381,1974,104,726,46,7/1/14
352016850081381,1732,104,726,30,7/1/14
352016850081381,879,102,726,34,7/1/14
352016850081381,1059,102,708,40,7/1/14
352016850081381,1768,102,708,36,7/1/14
352016850081381,1848,102,708,49,7/1/14
352016850081381,1482,104,708,88,7/1/14
352016850081381,1031,104,708,34,7/1/14
352016850081381,782,105,708,33,7/1/14
352016850081381,797,105,708,59,7/1/14
352016850081381,786,105,708,35,7/1/14
352016850081381,843,106,708,36,7/1/14
352016850081381,786,106,708,34,7/1/14
352016850081381,781,106,708,33,7/1/14
352016850081381,783,107,708,36,7/1/14
352016850081381,786,107,708,36,7/1/14
352016850081381,789,107,708,36,7/1/14
352016850081381,784,106,708,36,7/1/14
352016850081381,790,106,708,91,7/1/14
352016850081381,1786,105,708,31,7/1/14
352016850081381,1807,104,708,62,7/1/14
352016850081381,2093,102,708,31,7/1/14
352016850081381,1857,101,708,36,7/1/14
352016850081381,1031,100,708,34,7/1/14
352016850081381,776,100,708,35,7/1/14
352016850081381,786,101,708,34,7/1/14
352016850081381,789,101,708,35,7/1/14
352016850081381,789,101,708,35,7/1/14
352016850081381,782,102,708,34,7/1/14
352016850081381,787,102,708,35,7/1/14
352016850081381,778,102,708,35,7/1/14
352016850081381,784,104,708,35,7/1/14
352016850081381,744,104,663,37,7/1/14
352016850081381,1012,105,663,80,7/1/14
352016850081381,1818,105,663,75,7/1/14
352016850081381,2081,105,663,98,7/1/14
352016850081381,2234,106,663,97,7/1/14
352016850081381,2006,106,663,35,7/1/14
352016850081381,1985,106,663,72,7/1/14
352016850081381,2154,106,663,98,7/1/14
352016850081381,1965,105,663,42,7/1/14
352016850081381,2182,105,663,30,7/1/14
352016850081381,2107,104,663,27,7/1/14
352016850081381,1915,104,663,29,7/1/14
352016850081381,1762,102,663,29,7/1/14
352016850081381,1443,101,663,31,7/1/14
352016850081381,875,100,663,33,7/1/14
352016850081381,834,100,663,80,7/1/14
352016850081381,1459,100,663,46,7/1/14
352016850081381,1342,100,663,64,7/1/14
352016850081381,2003,100,663,59,7/1/14
352016850081381,2228,101,663,28,7/1/14
352016850081381,1952,101,663,33,7/1/14
352016850081381,2470,101,663,26,7/1/14
352016850081381,2213,102,663,86,7/1/14
352016850081381,1959,102,663,32,7/1/14
352016850081381,2057,104,663,40,7/1/14
352016850081381,2264,104,663,84,7/1/14
352016850081381,2208,104,663,28,7/1/14
352016850081381,2245,104,663,85,7/1/14
352016850081381,2133,104,663,84,7/1/14
352016850081381,1962,104,663,86,7/1/14
352016850081381,2042,104,663,49,7/1/14
352016850081381,2066,104,663,38,7/1/14
352016850081381,2104,102,663,80,7/1/14
352016850081381,2171,102,663,82,7/1/14
352016850081381,2241,101,663,68,7/1/14
352016850081381,2156,101,663,27,7/1/14
352016850081381,2123,100,663,28,7/1/14
352016850081381,2002,98,663,31,7/1/14
352016850081381,2019,98,663,98,7/1/14
352016850081381,2152,98,663,66,7/1/14
352016850081381,2182,98,663,28,7/1/14
352016850081381,2097,96,663,46,7/1/14
352016850081381,2219,96,663,77,7/1/14
352016850081381,1065,87,188,68,7/2/14
352016850081381,915,87,188,33,7/2/14
352016850081381,1544,89,668,97,7/8/14
352016850081381,1697,89,668,60,7/8/14
352016850081381,1931,89,668,29,7/8/14
352016850081381,1988,89,668,28,7/8/14
352016850081381,1953,88,668,32,7/8/14
352016850081381,1769,88,668,70,7/8/14
352016850081381,1998,88,668,77,7/8/14
352016850081381,2255,88,668,91,7/8/14
352016850081381,1959,89,668,80,7/8/14
352016850081381,2048,89,668,35,7/8/14
352016850081381,2125,89,668,51,7/8/14
352016850081381,2129,89,668,98,7/8/14
352016850081381,2259,91,668,99,7/8/14
352016850081381,2418,91,668,98,7/8/14
352016850081381,2478,91,668,98,7/8/14
352016850081381,2437,91,668,68,7/8/14
352016850081381,1490,85,677,76,7/10/14
352016850081381,1441,83,677,62,7/10/14
352016850081381,-1,83,677,62,7/10/14
352016850081381,1629,83,677,31,7/10/14
352016850081381,1269,83,677,43,7/10/14
352016850081381,1266,83,677,99,7/10/14
352016850081381,1622,83,677,41,7/10/14
352016850081381,1019,83,677,42,7/10/14
352016850081381,1125,85,677,43,7/10/14
352016850081381,1813,85,677,40,7/10/14
352016850081381,1831,86,677,98,7/10/14
352016850081381,2144,86,677,64,7/10/14
352016850081381,2144,86,677,64,7/10/14
352016850081381,1163,86,776,44,7/10/14
352016850081381,1634,86,776,45,7/10/14
352016850081381,1492,87,776,46,7/10/14
352016850081381,884,87,776,38,7/10/14
352016850081381,805,88,776,74,7/10/14
352016850081381,998,88,776,40,7/10/14
352016850081381,1525,87,776,48,7/10/14
352016850081381,1863,87,776,98,7/10/14
352016850081381,1719,87,776,76,7/10/14
352016850081381,-1,87,776,76,7/10/14
352016850081381,1874,87,776,44,7/10/14
352016850081381,2160,87,776,44,7/10/14
352016850081381,1528,87,776,34,7/10/14
352016850081381,831,88,776,37,7/10/14
352016850081381,775,88,758,47,7/10/14
352016850081381,784,88,758,47,7/10/14
352016850081381,778,88,758,47,7/10/14
352016850081381,783,87,758,47,7/10/14
352016850081381,790,87,758,39,7/10/14
352016850081381,865,87,758,62,7/10/14
352016850081381,1215,86,758,84,7/10/14
352016850081381,858,86,758,55,7/10/14
352016850081381,1070,86,758,82,7/10/14
352016850081381,831,86,758,43,7/10/14
352016850081381,749,86,610,39,7/10/14
352016850081381,846,86,610,35,7/10/14
352016850081381,836,86,610,68,7/10/14
352016850081381,833,85,610,47,7/10/14
352016850081381,795,85,610,47,7/10/14
352016850081381,787,83,610,39,7/10/14
352016850081381,787,83,610,37,7/10/14
352016850081381,780,83,610,47,7/10/14
352016850081381,790,83,610,97,7/10/14
352016850081381,800,83,610,51,7/10/14
352016850081381,1068,83,610,85,7/10/14
352016850081381,1617,83,610,49,7/10/14
352016850081381,1914,83,610,28,7/10/14
352016850081381,919,83,610,46,7/10/14
352016850081381,838,83,610,47,7/10/14
352016850081381,787,83,610,46,7/10/14
352016850081381,790,83,610,46,7/10/14
352016850081381,778,83,610,46,7/10/14
352016850081381,787,83,610,39,7/10/14
352016850081381,878,83,610,56,7/10/14
352016850081381,1008,82,610,57,7/10/14
352016850081381,1166,82,610,49,7/10/14
352016850081381,1231,82,610,53,7/10/14
352016850081381,1168,81,610,36,7/10/14
352016850081381,772,81,610,46,7/10/14
352016850081381,781,82,610,47,7/10/14
352016850081381,785,82,610,46,7/10/14
352016850081381,785,82,610,47,7/10/14
352016850081381,798,81,610,38,7/10/14
352016850081381,855,81,610,54,7/10/14
352016850081381,1192,81,610,45,7/10/14
352016850081381,1420,81,610,99,7/10/14
352016850081381,1542,80,610,35,7/10/14
352016850081381,1783,81,610,42,7/10/14
352016850081381,1130,81,610,59,7/10/14
352016850081381,1207,81,610,49,7/10/14
352016850081381,1325,81,610,58,7/10/14
352016850081381,1273,82,610,44,7/10/14
352016850081381,1411,82,610,51,7/10/14
352016850081381,1416,82,610,37,7/10/14
352016850081381,801,82,610,73,7/10/14
352016850081381,811,82,610,89,7/10/14
352016850081381,782,98,155,35,7/12/14
352016850081381,786,98,155,35,7/12/14
352016850081381,782,98,155,35,7/12/14
352016850081381,780,98,155,36,7/12/14
352016850081381,1442,98,155,66,7/12/14
352016850081381,1599,98,155,34,7/12/14
352016850081381,1518,98,155,69,7/12/14
352016850081381,2163,100,155,93,7/12/14
352016850081381,2163,100,155,93,7/12/14
352016850081381,1111,95,1098,40,7/17/14
352016850081381,1250,95,1098,34,7/17/14
352016850081381,958,95,848,42,7/17/14
352016850081381,788,95,783,44,7/17/14
352016850081381,782,95,778,43,7/17/14
352016850081381,782,93,778,43,7/17/14
352016850081381,782,93,778,43,7/17/14
352016850081381,1989,98,140,95,7/19/14
352016850081381,2007,98,140,35,7/19/14
352016850081381,2017,98,140,56,7/19/14
352016850081381,2132,98,140,28,7/19/14
352016850081381,2221,98,140,28,7/19/14
352016850081381,2232,98,140,45,7/19/14
352016850081381,2362,98,140,27,7/19/14
352016850081381,2164,98,140,29,7/19/14
352016850081381,1977,96,140,46,7/19/14
352016850081381,1926,96,140,94,7/19/14
352016850081381,-1,96,140,94,7/19/14
352016850081381,1909,96,140,54,7/19/14
352016850081381,1877,96,140,29,7/19/14
352016850081381,1625,98,140,33,7/19/14
352016850081381,1520,98,140,53,7/19/14
352016850081381,1484,98,140,35,7/19/14
352016850081381,1333,98,140,32,7/19/14
352016850081381,1778,98,140,60,7/19/14
352016850081381,2076,98,140,33,7/19/14
352016850081381,2105,98,140,51,7/19/14
352016850081381,1856,98,140,73,7/19/14
352016850081381,1756,98,140,42,7/19/14
352016850081381,1701,98,140,41,7/19/14
352016850081381,1335,98,140,33,7/19/14
352016850081381,921,98,140,34,7/19/14
352016850081381,788,98,140,35,7/19/14
352016850081381,784,98,140,35,7/19/14
352016850081381,821,98,140,42,7/19/14
352016850081381,784,98,140,46,7/19/14
352016850081381,841,98,140,37,7/19/14
352016850081381,777,98,140,35,7/19/14
352016850081381,807,98,140,39,7/19/14
352016850081381,1483,100,140,35,7/19/14
352016850081381,1974,100,140,29,7/19/14
352016850081381,1496,100,140,32,7/19/14
352016850081381,1574,100,140,33,7/19/14
352016850081381,1689,100,140,30,7/19/14
352016850081381,2143,100,140,32,7/19/14
352016850081381,1723,100,140,42,7/19/14
352016850081381,1720,100,140,32,7/19/14
352016850081381,1747,100,140,32,7/19/14
352016850081381,1725,100,140,50,7/19/14
352016850081381,1862,98,140,31,7/19/14
352016850081381,1896,98,140,29,7/19/14
352016850081381,1926,98,140,29,7/19/14
352016850081381,1795,98,140,30,7/19/14
352016850081381,1238,96,140,37,7/19/14
352016850081381,1462,96,140,98,7/19/14
352016850081381,1848,96,140,29,7/19/14
352016850081381,1801,96,140,33,7/19/14
352016850081381,1880,95,140,62,7/19/14
352016850081381,1997,95,140,59,7/19/14
352016850081381,1935,95,140,56,7/19/14
352016850081381,1713,96,140,31,7/19/14
352016850081381,884,96,140,34,7/19/14
352016850081381,785,96,140,35,7/19/14
352016850081381,776,96,140,35,7/19/14
352016850081381,782,96,140,34,7/19/14
352016850081381,787,98,140,34,7/19/14
352016850081381,777,98,140,34,7/19/14
352016850081381,-1,98,140,34,7/19/14
352016850081381,1858,98,140,57,7/19/14
352016850081381,1709,98,140,76,7/19/14
352016850081381,1888,98,140,31,7/19/14
352016850081381,2276,100,140,98,7/19/14
352016850081381,2042,100,140,29,7/19/14
352016850081381,1528,100,140,29,7/19/14
352016850081381,871,100,140,33,7/19/14
352016850081381,993,100,140,60,7/19/14
352016850081381,1929,100,140,37,7/19/14
352016850081381,1535,100,140,51,7/19/14
